"route_or_url","source_file","locale","page_type","public_or_private","current_http_status","current_title","current_h1","canonical","hreflang_partner","in_sitemap","indexability","auth_required","current_role","proposed_action","proposed_target","reason","evidence","risk_level"
"https://www.enhe-tech.com.cn/online-tools/seo-geo-audit","runtime sitemap","zh","legacy_online_tools","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","merge_301","/account-services/seo-geo-audit","legacy alias","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/online-tools/seo-geo-audit","runtime sitemap","en","legacy_online_tools","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","merge_301","/en/account-services/seo-geo-audit","legacy alias","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/account-services","runtime sitemap","zh","account_service_listing","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/account-services","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/account-services","runtime sitemap","en","account_service_listing","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/account-services","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/skill-learning","runtime sitemap","zh","skill_listing","public","200","AI教程与实战指南、AI工具与本地部署教程 | 恩禾 ENHE AI","AI教程与实战指南","https://www.enhe-tech.com.cn/skill-learning","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/skill-learning","public content family","HTTP probe 2026-08-10; https://www.enhe-tech.com.cn/skill-learning","P2"
"https://www.enhe-tech.com.cn/en/skill-learning","runtime sitemap","en","skill_listing","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/skill-learning","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/skill-learning/ai-prompt-management","runtime sitemap","zh","skill_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/skill-learning/ai-prompt-management","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/skill-learning/ai-prompt-management","runtime sitemap","en","skill_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/skill-learning/ai-prompt-management","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/product-paths/work-efficiency","runtime sitemap","zh","public_page","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/product-paths/work-efficiency","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/product-paths/work-efficiency","runtime sitemap","en","public_page","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/product-paths/work-efficiency","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/product-paths/media-generation","runtime sitemap","zh","public_page","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/product-paths/media-generation","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/product-paths/media-generation","runtime sitemap","en","public_page","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/product-paths/media-generation","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/product-demos","runtime sitemap","zh","product_demo","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/product-demos","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/product-demos","runtime sitemap","en","product_demo","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/product-demos","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/product-demos/windows-ai-video-studio","runtime sitemap","zh","product_demo","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/product-demos/windows-ai-video-studio","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/product-demos/windows-ai-video-studio","runtime sitemap","en","product_demo","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/product-demos/windows-ai-video-studio","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/product-demos/ai-video","runtime sitemap","zh","product_demo","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/product-demos/ai-video","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/product-demos/ai-video","runtime sitemap","en","product_demo","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/product-demos/ai-video","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/product-demos/windows-ai-lumi","runtime sitemap","zh","product_demo","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/product-demos/windows-ai-lumi","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/product-demos/windows-ai-lumi","runtime sitemap","en","product_demo","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/product-demos/windows-ai-lumi","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/pricing","runtime sitemap","zh","pricing","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/pricing","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/pricing","runtime sitemap","en","pricing","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/pricing","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/tutorials","runtime sitemap","zh","tutorials","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/tutorials","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/tutorials","runtime sitemap","en","tutorials","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/tutorials","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news","runtime sitemap","zh","news_listing","public","200","AI资讯、趋势解读与工具落地指南 | 恩禾 ENHE AI","AI前沿资讯与趋势洞察","https://www.enhe-tech.com.cn/ai-news","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news","public content family","HTTP probe 2026-08-10; https://www.enhe-tech.com.cn/ai-news","P2"
"https://www.enhe-tech.com.cn/en/ai-news","runtime sitemap","en","news_listing","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-trends","runtime sitemap","zh","trend_listing","public","200","人类最渴望用 AI 解决哪些问题 | ENHE AI","人类最渴望用 AI 解决哪些问题","https://www.enhe-tech.com.cn/ai-trends","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-trends","public content family","HTTP probe 2026-08-10; https://www.enhe-tech.com.cn/ai-trends","P2"
"https://www.enhe-tech.com.cn/en/ai-trends","runtime sitemap","en","trend_listing","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-trends","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/legal/user-agreement","runtime sitemap","zh","legal","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","private_archive","/legal/user-agreement","public content family","sitemap.xml fetched 2026-08-10","P1"
"https://www.enhe-tech.com.cn/en/legal/user-agreement","runtime sitemap","en","legal","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","private_archive","/en/legal/user-agreement","public content family","sitemap.xml fetched 2026-08-10","P1"
"https://www.enhe-tech.com.cn/legal/privacy-policy","runtime sitemap","zh","legal","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/legal/privacy-policy","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/legal/privacy-policy","runtime sitemap","en","legal","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/legal/privacy-policy","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/legal/membership-refund","runtime sitemap","zh","legal","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/legal/membership-refund","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/legal/membership-refund","runtime sitemap","en","legal","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/legal/membership-refund","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/legal/disclaimer","runtime sitemap","zh","legal","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/legal/disclaimer","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/legal/disclaimer","runtime sitemap","en","legal","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/legal/disclaimer","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/legal/copyright-complaint","runtime sitemap","zh","legal","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/legal/copyright-complaint","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/legal/copyright-complaint","runtime sitemap","en","legal","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/legal/copyright-complaint","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/legal/minor-protection","runtime sitemap","zh","legal","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/legal/minor-protection","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/legal/minor-protection","runtime sitemap","en","legal","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/legal/minor-protection","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/topics/ai-agent","runtime sitemap","zh","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/topics/ai-agent","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/topics/ai-agent","runtime sitemap","en","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/topics/ai-agent","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/topics/local-ai","runtime sitemap","zh","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/topics/local-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/topics/local-ai","runtime sitemap","en","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/topics/local-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/topics/open-source-models","runtime sitemap","zh","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/topics/open-source-models","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/topics/open-source-models","runtime sitemap","en","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/topics/open-source-models","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/topics/ai-tools","runtime sitemap","zh","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/topics/ai-tools","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/topics/ai-tools","runtime sitemap","en","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/topics/ai-tools","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/topics/ai-tutorials","runtime sitemap","zh","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/topics/ai-tutorials","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/topics/ai-tutorials","runtime sitemap","en","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/topics/ai-tutorials","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/topics/ai-account-service","runtime sitemap","zh","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/topics/ai-account-service","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/topics/ai-account-service","runtime sitemap","en","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/topics/ai-account-service","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/topics/ai-regulation","runtime sitemap","zh","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/topics/ai-regulation","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/topics/ai-regulation","runtime sitemap","en","news_topic","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/topics/ai-regulation","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/2","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/2","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/3","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/3","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/4","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/4","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/5","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/5","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/6","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/6","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/7","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/7","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/8","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/8","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/9","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/9","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/10","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/10","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/11","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/11","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/12","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/12","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/13","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/13","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/14","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/14","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/15","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/15","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/16","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/16","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/17","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/17","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/18","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/18","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/page/19","runtime sitemap","zh","news_pagination","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/page/19","public content family","sitemap.xml fetched 2026-08-10","P2"
